,value_factor,rho,p_val,no_items,no_pos,no_prop,p_bonferonni
226,0.9933628095474715,0.9515151515151514,2.279854920641689e-05,13.0,10.0,2.0,0.022798549206416892
227,0.9942362664593042,0.8461538461538461,0.00013625614917754875,19.0,14.0,3.0,0.13625614917754875
228,1.0,1.0,0.0,15.0,11.0,2.0,0.0
229,0.9962196019290009,0.9164835164835166,4.084158819686066e-06,20.0,14.0,2.0,0.004084158819686066
230,1.0001716822267228,0.9571428571428571,2.2736751556259742e-08,18.0,15.0,3.0,2.273675155625974e-05
231,1.0,1.0,0.0,15.0,13.0,2.0,0.0
232,0.9985509472615652,0.8897058823529412,1.7498572958917092e-06,21.0,17.0,4.0,0.0017498572958917092
233,0.9582241440621718,0.7818181818181817,0.007547007781067878,11.0,10.0,4.0,7.547007781067878
234,0.9674533112249893,0.8909090909090909,0.0005421442248338665,14.0,10.0,4.0,0.5421442248338665
235,0.9988106884308813,0.9790209790209792,3.0898013985487064e-08,15.0,12.0,3.0,3.0898013985487066e-05
236,1.0016245019584538,0.9545454545454546,4.988898739949763e-06,16.0,11.0,3.0,0.004988898739949763
237,0.9975295186777491,0.9749999999999999,7.14370596522927e-10,17.0,15.0,3.0,7.143705965229271e-07
238,0.9926820386938106,0.5956043956043956,0.024612610795286847,17.0,14.0,4.0,24.612610795286848
239,1.0,1.0,0.0,20.0,16.0,2.0,0.0
240,1.0,1.0,0.0,22.0,17.0,2.0,0.0
241,1.0001119103871445,0.9970588235294118,5.0655883449921147e-17,21.0,16.0,2.0,5.065588344992115e-14
242,0.9992943924999926,0.8504901960784315,1.5217270129720005e-05,23.0,17.0,3.0,0.015217270129720005
243,1.000834142182092,0.9120879120879121,1.3975552674444554e-05,20.0,13.0,4.0,0.013975552674444554
244,0.9902858060889859,0.6013986013986015,0.03858845292201944,16.0,12.0,4.0,38.58845292201944
245,0.9999305247262442,0.9964285714285712,2.4159793199703443e-15,17.0,15.0,2.0,2.4159793199703444e-12
246,1.0,1.0,0.0,24.0,16.0,2.0,0.0
247,0.9992250120053465,0.7939393939393938,0.0060999233136969115,15.0,10.0,2.0,6.0999233136969115
248,1.0,1.0,0.0,17.0,15.0,3.0,0.0
249,0.9995350539729744,0.9901960784313727,3.07362545045533e-14,19.0,17.0,2.0,3.07362545045533e-11
250,1.0002881023702044,0.9930069930069931,1.3016730560634403e-10,17.0,12.0,2.0,1.3016730560634403e-07
251,0.9934508208543764,0.965686274509804,3.446356358407721e-10,20.0,17.0,4.0,3.446356358407721e-07
252,0.9997289812176132,0.911764705882353,8.818985741384042e-07,22.0,16.0,4.0,0.0008818985741384042
253,1.00012412983543,0.9950980392156863,1.7220637266386493e-16,18.0,17.0,3.0,1.7220637266386493e-13
254,1.0001687761085911,0.9979360165118679,1.6451231715312417e-20,26.0,18.0,2.0,1.6451231715312417e-17
255,1.0037131304660785,0.9558823529411766,7.760274461610307e-09,18.0,16.0,3.0,7.760274461610308e-06
256,1.0004434737339205,0.9979360165118679,1.6451231715312417e-20,25.0,18.0,2.0,1.6451231715312417e-17
257,1.0,1.0,0.0,14.0,12.0,2.0,0.0
258,0.9975743876877766,0.9401444788441692,6.859458095524686e-09,23.0,18.0,2.0,6.8594580955246855e-06
259,1.0018127645327843,0.9473684210526316,7.800829220458973e-10,25.0,19.0,4.0,7.800829220458973e-07
260,0.9973763086266532,0.9727272727272729,5.14217704904919e-07,13.0,11.0,4.0,0.000514217704904919
